Rank,Name,Region,Status,Latitude,Longitude
420,National Taipei University of Technology,Taiwan,Public,25.0911,121.56
420,Université de Strasbourg,France,Public,48.5829,7.74375
422,Universitat Politecnica de Valencia,Spain,Public,39.479773691326,-0.34578378098149
423,Murdoch University,Australia,Public,-32.0636,115.835
423,Tampere University,Finland,Public,61.4942347,23.7804113
423,Università  degli Studi di Pavia,Italy,Public,-32.0636,115.835
423,Washington State University,United States of America,Public,48.0065191,-122.204757
427,Graz University of Technology,Austria,Public,47.069,15.4506
428,Aix-Marseille University,France,Public,43.5338335,5.509247
428,University of Dundee,United Kingdom,Public,56.4572033,-2.9782654
430,Masaryk University,Czechia,Public,49.1986,16.6051
430,Universitat de Valencia,Spain,Public,39.47937382987,-0.35980497351079
430,Université de Montpellier,France,Public,43.6316206,3.8634485
433,East China Normal University,China (Mainland),Public,31.2292,121.405
433,Leibniz Universität Hannover,Germany,Public,31.2292,121.405
435,National Taiwan Normal University,Taiwan,Public,25.030462213247,121.52728353174
436,Prince Mohammad Bin Fahd University,Saudi Arabia,Private not for Profit,26.144497,50.090961
436,Universitat Ramon Llull,Spain,Private not for Profit,41.411921,2.13122
438,IE University,Spain,Private for Profit,40.9528852,-4.1188364
439,National Sun Yat-sen University,Taiwan,Public,22.6251,120.309
440,Ajman University,United Arab Emirates,Private not for Profit,25.4122,55.4347
440,James Cook University,Australia,Public,-19.2603411,146.8160681
440,Macau University of Science and Technology,"Macao SAR, China",Private not for Profit,22.15599,113.5695591
440,"National Research University Higher School of Economics (HSE, Moscow)",Russian Federation,Public,25.4122,55.4347
440,Universität Konstanz,Germany,Public,47.6894259,9.1868777
440,"University of California, Riverside",United States of America,Public,33.975426,-117.3315931
446,Vilnius University,Lithuania,Public,54.68271730119,25.286964807935
447,Belarusian State University,Belarus,Public,53.838033246422,27.475875890738
448,Universität Bayreuth,Germany,Public,49.9305,11.5887
449,Iowa State University,United States of America,Public,42.0266187,-93.6464654
450,Kazan Federal University,Russian Federation,Public,55.790724,49.1217741
450,"Universidade Estadual Paulista ""Júlio de Mesquita Filho"" (UNESP)",Brazil,Public,55.790724,49.1217741
452,Johannes Gutenberg Universität Mainz,Germany,Public,49.9955,8.24388
452,Shenzhen University,China (Mainland),Public,22.532689074474,113.9344621217
452,Stony Brook University,United States of America,Public,49.9955,8.24388
452,University of Cyprus,Cyprus,Public,49.9955,8.24388
456,Amirkabir University of Technology,Iran (Islamic Republic of),Public,35.7043,51.4096
456,University of Essex,United Kingdom,Public,35.7043,51.4096
458,Colorado State University,United States of America,Public,40.5702631,-105.0903456
458,Universidad Nacional de La Plata,Argentina,Public,40.5702631,-105.0903456
458,"University of California, Santa Cruz",United States of America,Public,36.9776276,-122.0543109
461,Jordan University of Science & Technology,Jordan,Public,32.4950392,35.9912257
461,Novosibirsk State University,Russian Federation,Public,54.8436,83.0936
461,Royal Holloway University of London,United Kingdom,Public,32.4950392,35.9912257
461,Università Vita-Salute San Raffaele,Italy,Private not for Profit,45.5061,9.26577
465,Anna University,India,Public,13.0111,80.2363
465,Concordia University,Canada,Public,45.4972727,-73.5790238
465,Shanghai University,China (Mainland),Public,31.2763,121.458
465,University of Kansas,United States of America,Public,38.8991152,-94.724779
469,Ben Gurion University of The Negev,Israel,Public,40.7345,-111.863
469,Laval University,Canada,Public,40.7345,-111.863
469,Tashkent Institute of Irrigation and Agricultural Mechanization Engineers - National Research University (TIIAME-NRU),Uzbekistan,Public,40.7345,-111.863
469,Universidad de Sevilla,Spain,Public,37.382,-5.99182
473,Jilin University,China (Mainland),Public,43.7993,125.462
473,Johannes Kepler University Linz,Austria,Public,48.3375,14.3228
473,Pusan National University,Republic of Korea,Public,35.1796,129.076
473,Università della Svizzera Italiana,Switzerland,Public,43.7993,125.462
477,Moscow Institute of Physics and Technology State University,Russian Federation,Public,55.9296203,37.5158095
477,Universität Potsdam,Germany,Public,52.4035,13.0122
479,Chung-Ang University,Republic of Korea,Private not for Profit,37.5665,126.978
480,Hiroshima University,Japan,Public,34.403,132.715
480,University of Science and Technology Beijing,China (Mainland),Public,39.9904,116.362
482,Dalian University of Technology,China (Mainland),Public,38.881115467405,121.52955023915
482,Duy Tan University,Viet Nam,Private for Profit,16.0591623,108.2076488
482,Kobe University,Japan,Public,34.7263,135.235
485,Aristotle University of Thessaloniki,Greece,Public,40.6308283,22.9592224
485,University of Trento,Italy,Public,46.0721,11.1011
487,Edith Cowan University,Australia,Public,-31.752426,115.770962
487,Technische Universität Bergakademie Freiberg,Germany,,50.9181602,13.3408434
487,Warsaw University of Technology,Poland,Public,52.2204,21.0105
490,Universidad de Santiago de Chile - USACH,Chile,Public,-33.4509046,-70.6797495
491,Central South University,China (Mainland),Public,28.16552,112.93756
491,Imam Abdulrahman Bin Faisal University (formerly University of Dammam),Saudi Arabia,Public,28.16552,112.93756
491,Universiti Utara Malaysia (UUM),Malaysia,Public,6.44643,100.511
494,Université de Bordeaux,France,Public,44.824999096769,-0.60549969259034
494,University of Canberra,Australia,Public,-35.2384551,149.0844454
496,Iran University of Science and Technology,Iran (Islamic Republic of),Public,35.7417,51.5068
496,Justus-Liebig-Universität Gießen,Germany,Public,35.7417,51.5068
498,University of Jyväskylä,Finland,Public,62.2377,25.7358
499,Central Queensland University Australia (CQUniversity),Australia,Public,-23.3196477,150.5215756
499,Northwestern Polytechnical University,China (Mainland),Public,34.240982,108.9291995
499,Tomsk State University,Russian Federation,Public,56.4694,84.9475
